RestaurantID,RestaurantName,CityID,CuisineID
REST01158,Medina Ltd,CITY02720,CUIS00498
REST01159,Davis-Mckinney,CITY00461,CUIS04650
REST01160,"Taylor, Barnes and Rice",CITY03059,CUIS04019
REST01161,Goodwin PLC,CITY02921,CUIS00236
REST01162,Watson and Sons,CITY01547,CUIS00964
REST01163,"Conrad, Mitchell and Cline",CITY04252,CUIS02491
REST01164,"Perez, Williams and Boyle",CITY01781,CUIS04323
REST01165,Evans-Alexander,CITY04518,CUIS04035
REST01166,Garza-Gutierrez,CITY04791,CUIS02043
REST01167,Roberts-Cruz,CITY04919,CUIS03635
REST01168,Robles-Johnson,CITY00714,CUIS02694
REST01169,Harmon-Reed,CITY02794,CUIS01593
REST01170,Harris Group,CITY04368,CUIS04676
REST01171,Jones Ltd,CITY04639,CUIS03036
REST01172,Jones-Craig,CITY01099,CUIS00379
REST01173,Wilkinson-Griffin,CITY02524,CUIS03005
REST01174,"Garcia, Lee and Bell",CITY01940,CUIS01592
REST01175,"Williams, Burgess and Townsend",CITY04943,CUIS03699
REST01176,Nelson-Raymond,CITY01391,CUIS00710
REST01177,Terry Inc,CITY00362,CUIS04070
REST01178,"Bowman, Valdez and Sellers",CITY00037,CUIS02524
REST01179,Fischer-Wilson,CITY00949,CUIS00350
REST01180,Weaver-Myers,CITY03525,CUIS04346
REST01181,"Porter, Jones and Green",CITY00939,CUIS00273
REST01182,"Hamilton, Ray and Park",CITY01531,CUIS01729
REST01183,Nelson-Nelson,CITY03153,CUIS04542
REST01184,Barton-Mitchell,CITY01018,CUIS02702
REST01185,"Harvey, Ross and Hughes",CITY04245,CUIS01691
REST01186,Mcdonald-Peterson,CITY02100,CUIS03828
REST01187,Doyle and Sons,CITY02231,CUIS02253
REST01188,Phillips-Sherman,CITY02318,CUIS04585
REST01189,"Webb, Palmer and Mcguire",CITY01599,CUIS01269
REST01190,Barr Inc,CITY01696,CUIS01867
REST01191,Padilla Group,CITY01792,CUIS02763
REST01192,Johnson-Holland,CITY02226,CUIS01555
REST01193,Jackson LLC,CITY02682,CUIS04568
REST01194,Levy-Martin,CITY01905,CUIS04759
REST01195,Fields-Stephens,CITY04938,CUIS01289
REST01196,"Gibson, Powers and Pearson",CITY03527,CUIS02241
REST01197,Hudson-Kelly,CITY03410,CUIS04253
REST01198,Phelps-Valdez,CITY04192,CUIS03083
REST01199,"Williams, Ramirez and Smith",CITY03229,CUIS01335
REST01200,Kerr Group,CITY04892,CUIS01392
REST01201,"Jones, Barrett and Miller",CITY01965,CUIS04416
REST01202,Martin-Lewis,CITY01803,CUIS04532
REST01203,Glenn-Baker,CITY03304,CUIS01024
REST01204,"Schmidt, Young and Jones",CITY04533,CUIS01078
REST01205,"Bernard, Velazquez and Marshall",CITY03366,CUIS04687
REST01206,Ferguson-Hensley,CITY01782,CUIS00672
REST01207,Collier-Watts,CITY00979,CUIS04828
REST01208,Payne-Cervantes,CITY04862,CUIS02878
REST01209,Hunt and Sons,CITY01233,CUIS02144
REST01210,"Brown, Griffin and Andrews",CITY00954,CUIS00891
REST01211,Miranda Inc,CITY01481,CUIS01024
REST01212,"Zimmerman, Phillips and Fowler",CITY01945,CUIS01337
REST01213,Pena-Baker,CITY02707,CUIS03613
REST01214,"Graham, Serrano and King",CITY03582,CUIS00949
REST01215,Thomas Ltd,CITY02779,CUIS04843
REST01216,Hoffman PLC,CITY00486,CUIS00517
REST01217,"Nolan, Maxwell and Love",CITY04179,CUIS00345
REST01218,Walsh-Burton,CITY00195,CUIS00481
REST01219,Jones LLC,CITY01703,CUIS03055
REST01220,"Price, Lucas and Fletcher",CITY03599,CUIS00218
REST01221,Swanson-Parker,CITY01579,CUIS00683
REST01222,Porter and Sons,CITY03278,CUIS01449
REST01223,Anthony-Garrett,CITY02524,CUIS01650
REST01224,Kramer-Medina,CITY02666,CUIS00292
REST01225,Thomas-Olsen,CITY03440,CUIS00288
REST01226,"Hayes, Johnson and Nelson",CITY02314,CUIS00054
REST01227,"Murray, Hayes and Hanna",CITY04176,CUIS02440
REST01228,"Wright, Larsen and Mathews",CITY01488,CUIS02227
REST01229,Brown-Conner,CITY02896,CUIS00685
REST01230,Martinez-Young,CITY03500,CUIS04167
REST01231,Simon-Simpson,CITY03224,CUIS04884
REST01232,"Allen, Richards and Tate",CITY00114,CUIS03891
REST01233,Cooper Inc,CITY01539,CUIS03483
REST01234,Bowman Inc,CITY00389,CUIS01732
REST01235,Woodard-Cunningham,CITY02749,CUIS02969
REST01236,Hale Group,CITY00483,CUIS01417
REST01237,Howard-Fernandez,CITY01952,CUIS01404
REST01238,Rice Ltd,CITY04251,CUIS04020
REST01239,Carr Inc,CITY01017,CUIS02627
REST01240,Potter Inc,CITY03076,CUIS04694
REST01241,"Gonzalez, Jenkins and Byrd",CITY00313,CUIS01659
REST01242,Bailey LLC,CITY00768,CUIS02776
REST01243,Williams-Torres,CITY03017,CUIS00170
REST01244,Fuller LLC,CITY02040,CUIS03781
REST01245,Tucker Group,CITY03822,CUIS00097
REST01246,Krueger-Hines,CITY00599,CUIS03743
REST01247,Bailey-Clark,CITY02687,CUIS02941
REST01248,"Shah, Williams and Ramos",CITY02941,CUIS01801
REST01249,Jensen Ltd,CITY03072,CUIS00583
REST01250,"Barrett, Torres and Le",CITY02207,CUIS00406
REST01251,"Valdez, Miller and Scott",CITY03290,CUIS02403
REST01252,Thornton and Sons,CITY04399,CUIS00435
REST01253,Rogers Inc,CITY04171,CUIS04124
REST01254,"Wilson, Gonzalez and Simmons",CITY01514,CUIS02021
REST01255,Torres Group,CITY00278,CUIS02667
REST01256,Johnson-Matthews,CITY01293,CUIS03745
REST01257,"Graham, Schneider and Keith",CITY00896,CUIS02484
REST01258,Edwards and Sons,CITY03010,CUIS04281
REST01259,"Wang, Brown and Holt",CITY00558,CUIS01800
REST01260,"Vaughn, Bryant and Thompson",CITY00536,CUIS00817
REST01261,"Cook, Scott and Lopez",CITY04328,CUIS02914
REST01262,"Poole, Mcdowell and Blair",CITY01492,CUIS00872
REST01263,Wagner Ltd,CITY04266,CUIS04840
REST01264,Mclaughlin-Davis,CITY02596,CUIS00294
REST01265,"Callahan, Hammond and Lewis",CITY02742,CUIS02118
REST01266,"Clayton, Small and Davis",CITY04048,CUIS04308
REST01267,"Weaver, Chang and Johnson",CITY02868,CUIS01735
REST01268,"Baker, Mcpherson and Romero",CITY01028,CUIS01706
REST01269,"Hernandez, Allen and Frazier",CITY01053,CUIS03185
REST01270,Adams-Allen,CITY03334,CUIS00001
REST01271,Nichols-Sullivan,CITY01385,CUIS03710
REST01272,"Reyes, Bennett and Mills",CITY02172,CUIS01095
REST01273,"Sawyer, King and Edwards",CITY04640,CUIS03585
REST01274,Johnson Inc,CITY02854,CUIS02623
REST01275,Brown-Delgado,CITY02777,CUIS00458
REST01276,"Donovan, Douglas and Osborne",CITY02043,CUIS02440
REST01277,"Henderson, Thomas and Ramirez",CITY03087,CUIS02657
REST01278,Wolf-Parker,CITY03055,CUIS04772
REST01279,Rodriguez-Colon,CITY00647,CUIS00241
REST01280,"Bryant, Thomas and Wilson",CITY02328,CUIS04714
REST01281,West-Day,CITY01623,CUIS03363
REST01282,"Parker, Proctor and Reynolds",CITY02906,CUIS00370
REST01283,Bond-Martinez,CITY01565,CUIS04065
REST01284,"Barnes, Jacobs and Ryan",CITY01600,CUIS00328
REST01285,"Esparza, Ball and Kim",CITY00061,CUIS00978
REST01286,Morris Inc,CITY03533,CUIS02153
REST01287,Gonzales-Hayes,CITY03258,CUIS02430
REST01288,"Hooper, Gray and Ward",CITY01723,CUIS04790
REST01289,"Johns, Rice and Price",CITY03041,CUIS04366
REST01290,"Underwood, Martinez and Douglas",CITY03770,CUIS00586
REST01291,Mccoy Group,CITY03258,CUIS00355
REST01292,"Campos, Davis and Armstrong",CITY01380,CUIS02639
REST01293,Perry-Cochran,CITY04830,CUIS04148
REST01294,"Baxter, Andrade and Harrison",CITY03529,CUIS04060
REST01295,"Fisher, Robbins and Gill",CITY01879,CUIS04217
REST01296,Adams-Graves,CITY03365,CUIS03612
REST01297,Everett-Tran,CITY04551,CUIS00437
REST01298,Graham LLC,CITY03436,CUIS01464
REST01299,"Gordon, Morton and Wilson",CITY02699,CUIS03611
REST01300,Santiago-Montgomery,CITY02085,CUIS02630
REST01301,"Mason, Gonzales and Edwards",CITY04413,CUIS04824
REST01302,Cooper-Rogers,CITY03795,CUIS04631
REST01303,Snyder-Kennedy,CITY02102,CUIS02318
REST01304,Vasquez Inc,CITY04020,CUIS00659
REST01305,"Morris, Morales and Gomez",CITY03134,CUIS00672
REST01306,Cross PLC,CITY01042,CUIS03136
REST01307,Berg and Sons,CITY01278,CUIS04146
REST01308,Cobb-Kelley,CITY02236,CUIS01675
REST01309,"Guerrero, Dickson and Simmons",CITY00811,CUIS03340
REST01310,Edwards Ltd,CITY04504,CUIS01012
REST01311,"Ross, Sims and Beck",CITY02366,CUIS03869
REST01312,"Lucas, Taylor and Hoffman",CITY03462,CUIS04537
REST01313,Carr-Kaiser,CITY03273,CUIS03211
REST01314,Brown-Mann,CITY04032,CUIS01887
REST01315,Evans-Scott,CITY00579,CUIS02107
REST01316,"Romero, Williams and Wilson",CITY03747,CUIS03549
REST01317,"Meza, Robertson and Hopkins",CITY02100,CUIS00247
REST01318,Pena-Poole,CITY02085,CUIS01279
REST01319,"Martinez, Stone and Collier",CITY02364,CUIS04173
REST01320,"Aguilar, Johnson and Perkins",CITY03991,CUIS01130
REST01321,"Jennings, Henderson and Smith",CITY02554,CUIS00879
REST01322,"Li, Whitehead and Krause",CITY04935,CUIS04950
REST01323,Moore-Fowler,CITY03350,CUIS01326
REST01324,"Crawford, Mccoy and Nguyen",CITY01907,CUIS02439
REST01325,Cooke-Webb,CITY04506,CUIS00136
REST01326,Ortiz Group,CITY02778,CUIS04306
REST01327,Harvey-Wilson,CITY03463,CUIS00387
REST01328,Dennis-Herman,CITY03217,CUIS01496
REST01329,Fisher and Sons,CITY00864,CUIS00222
REST01330,"Hopkins, Pitts and Black",CITY04951,CUIS01655
REST01331,"Larson, Guerrero and Munoz",CITY04717,CUIS03580
REST01332,Morris-Harris,CITY00944,CUIS00113
REST01333,"Brown, Lee and Fowler",CITY00619,CUIS03800
REST01334,"Wallace, Schmidt and Keith",CITY03074,CUIS04268
REST01335,Pearson-Martin,CITY04359,CUIS03961
REST01336,Wilson and Sons,CITY00521,CUIS02461
REST01337,Rowe Ltd,CITY03027,CUIS02724
REST01338,Ruiz PLC,CITY03798,CUIS02391
REST01339,Marks PLC,CITY00767,CUIS02643
REST01340,Smith Ltd,CITY03466,CUIS03581
REST01341,Guzman-Garcia,CITY00846,CUIS00599
REST01342,Zamora PLC,CITY02902,CUIS00523
REST01343,"Sweeney, Jackson and Keith",CITY01560,CUIS04969
REST01344,Ross and Sons,CITY02391,CUIS02596
REST01345,Johnson-Mayer,CITY03472,CUIS02911
REST01346,"Gregory, Mccullough and Snyder",CITY02567,CUIS03837
REST01347,Salas-Fuller,CITY02635,CUIS04640
REST01348,Harris-Baker,CITY03097,CUIS02949
REST01349,Webb-Key,CITY04902,CUIS01204
REST01350,"Hooper, Burke and Spencer",CITY04107,CUIS03173
REST01351,Lewis-Ware,CITY04210,CUIS01796
REST01352,Sandoval-Perez,CITY00582,CUIS01272
REST01353,Jones-Hansen,CITY03218,CUIS03932
REST01354,"Whitehead, Henderson and Wilson",CITY00159,CUIS03552
REST01355,Velazquez-Marks,CITY03913,CUIS00696
REST01356,Hurst-Wolfe,CITY02710,CUIS00371
REST01357,Johnson-Hunter,CITY02761,CUIS01279
REST01358,Hughes PLC,CITY02030,CUIS00597
REST01359,"Douglas, Hayes and Mclean",CITY00290,CUIS03441
REST01360,Brown-Wong,CITY02159,CUIS00679
REST01361,Randall-Johnson,CITY01751,CUIS03251
REST01362,Strickland-Nelson,CITY01109,CUIS01120
REST01363,"Beard, Taylor and Cardenas",CITY01215,CUIS04773
REST01364,Martin Ltd,CITY01041,CUIS03067
REST01365,Guerrero-Davis,CITY03232,CUIS02209
REST01366,"Miller, Benitez and Patrick",CITY00671,CUIS04034
REST01367,Hess Inc,CITY03149,CUIS03019
REST01368,Gross-Murphy,CITY03332,CUIS03528
REST01369,Martin-Garcia,CITY03584,CUIS00479
REST01370,Martinez-Flowers,CITY03403,CUIS00128
REST01371,"Mathews, Murphy and Nelson",CITY03257,CUIS01726
REST01372,Newman and Sons,CITY01240,CUIS03900
REST01373,Elliott Inc,CITY03620,CUIS00342
REST01374,White-Marshall,CITY02774,CUIS04596
REST01375,Ball-Barnes,CITY03720,CUIS04471
REST01376,Miles Ltd,CITY00463,CUIS04986
REST01377,"Jensen, Wiggins and Sparks",CITY00721,CUIS04055
REST01378,Frank-Hodge,CITY04778,CUIS02286
REST01379,Bentley-Robinson,CITY02937,CUIS02764
REST01380,"Dougherty, Pace and Green",CITY01002,CUIS00248
REST01381,Harper Ltd,CITY04621,CUIS00583
REST01382,Willis and Sons,CITY02991,CUIS00466
REST01383,Graham Ltd,CITY00414,CUIS04536
REST01384,Holder-Campbell,CITY04111,CUIS04968
REST01385,"Howard, Pratt and Dominguez",CITY02306,CUIS03122
REST01386,"Matthews, May and Mullins",CITY02700,CUIS04825
REST01387,"Dunn, Johnson and Jenkins",CITY02235,CUIS01282
REST01388,"Davis, Maldonado and Moore",CITY03883,CUIS01610
REST01389,Wise-Mckay,CITY01036,CUIS02820
REST01390,"Long, Reynolds and Brown",CITY04675,CUIS00346
REST01391,"Ryan, Macdonald and Sheppard",CITY02464,CUIS03933
REST01392,Savage-Dominguez,CITY01785,CUIS03536
REST01393,"Harrell, Medina and Diaz",CITY02350,CUIS00755
REST01394,"Smith, Day and Wilson",CITY01987,CUIS04527
REST01395,Sanders-Mcguire,CITY00153,CUIS04223
REST01396,Webb PLC,CITY03228,CUIS01228
REST01397,Thompson-Alexander,CITY04195,CUIS03647
REST01398,Davis-Newton,CITY01346,CUIS04747
REST01399,Castro and Sons,CITY03825,CUIS01902
REST01400,"Reed, Torres and Hahn",CITY03716,CUIS00861
REST01401,King-Nguyen,CITY02493,CUIS03320
REST01402,Keller and Sons,CITY02453,CUIS02212
REST01403,Sharp-Ramirez,CITY01480,CUIS00065
REST01404,"Murphy, Ramirez and Montgomery",CITY03853,CUIS04365
REST01405,Schneider Inc,CITY03827,CUIS02262
REST01406,Branch Inc,CITY01572,CUIS03904
REST01407,"Wade, Wolfe and Barker",CITY04879,CUIS02841
REST01408,Williamson-Mora,CITY00678,CUIS02748
REST01409,Clayton-Horne,CITY00659,CUIS00639
REST01410,"Calhoun, Sandoval and Gray",CITY00434,CUIS02498
REST01411,Mora-Nelson,CITY03565,CUIS03979
REST01412,Anderson-Dominguez,CITY03418,CUIS02629
REST01413,Gould-Molina,CITY02291,CUIS04503
REST01414,Bryant LLC,CITY00849,CUIS00297
REST01415,Johnson-Hicks,CITY02686,CUIS02914
REST01416,"Hess, Turner and Barrett",CITY04859,CUIS00083
REST01417,Brewer-Atkins,CITY03168,CUIS01595
REST01418,"Mendoza, Perez and Buchanan",CITY04362,CUIS00321
REST01419,"Henderson, Watson and Hood",CITY02404,CUIS02808
REST01420,Dawson Ltd,CITY02914,CUIS00319
REST01421,Allen Ltd,CITY02226,CUIS00836
REST01422,Moreno Inc,CITY04896,CUIS01812
REST01423,"Holmes, Schaefer and Boyer",CITY04649,CUIS00202
REST01424,Mcguire Ltd,CITY02758,CUIS03297
REST01425,"Stephens, Proctor and Adams",CITY03375,CUIS04469
REST01426,Wilson PLC,CITY04515,CUIS02027
REST01427,Kim-Huynh,CITY00643,CUIS00055
REST01428,Gutierrez PLC,CITY01516,CUIS01816
REST01429,Smith LLC,CITY01144,CUIS04024
REST01430,Rivera-Jordan,CITY00825,CUIS03104
REST01431,Marsh-Brady,CITY01310,CUIS00481
REST01432,"Thompson, Hall and Baker",CITY01464,CUIS04173
REST01433,"Thomas, Peck and Mckinney",CITY04850,CUIS00479
REST01434,Nelson PLC,CITY01436,CUIS04123
REST01435,"Powell, Thomas and Johnson",CITY03575,CUIS01682
REST01436,"Brown, Hunter and Roberts",CITY02952,CUIS02186
REST01437,"Combs, Sullivan and Bell",CITY03494,CUIS02884
REST01438,"Snyder, Simon and Freeman",CITY03789,CUIS02763
REST01439,Spencer Inc,CITY03765,CUIS03819
REST01440,Jones-Larsen,CITY04946,CUIS04052
REST01441,Barrett and Sons,CITY02926,CUIS01239
REST01442,Ford and Sons,CITY01723,CUIS02380
REST01443,"Walker, Ingram and Reid",CITY01204,CUIS04276
REST01444,Patterson Ltd,CITY04593,CUIS01152
REST01445,Mcdaniel-Parker,CITY01927,CUIS01265
REST01446,"Hernandez, Brown and Bishop",CITY03794,CUIS02911
REST01447,Matthews-Anderson,CITY01192,CUIS03300
REST01448,"Owens, Aguilar and Lin",CITY04038,CUIS00288
REST01449,Maldonado Ltd,CITY01954,CUIS02600
REST01450,Williams and Sons,CITY00056,CUIS01634
REST01451,"Walters, Mccall and Roberts",CITY00921,CUIS00222
REST01452,Larsen LLC,CITY02627,CUIS03778
REST01453,Martin Group,CITY00123,CUIS04786
REST01454,Olson-Ritter,CITY01200,CUIS04776
REST01455,Mahoney-Flores,CITY03967,CUIS02379
REST01456,"Rogers, Allen and Gordon",CITY00273,CUIS00575
REST01457,Fritz-Howard,CITY03808,CUIS03992
REST01458,"Williams, Myers and Mckinney",CITY01820,CUIS03293
REST01459,Graham-Blackwell,CITY03832,CUIS02732
REST01460,Sherman Inc,CITY03929,CUIS02250
REST01461,"Wright, Ward and Hernandez",CITY02078,CUIS04687
REST01462,Lucas PLC,CITY00573,CUIS04358
REST01463,Bailey-Leonard,CITY03814,CUIS00498
REST01464,Hill Inc,CITY03726,CUIS03529
REST01465,Garcia-Hughes,CITY03243,CUIS02521
REST01466,Jones and Sons,CITY02648,CUIS03090
REST01467,Hamilton LLC,CITY00430,CUIS02151
REST01468,Miranda-Bell,CITY01601,CUIS04813
REST01469,"Rios, Snyder and Morris",CITY01464,CUIS03911
REST01470,"Miller, Reyes and Lopez",CITY01225,CUIS03649
REST01471,Wagner PLC,CITY01056,CUIS00573
REST01472,"Rodriguez, Cochran and Lam",CITY03105,CUIS04469
REST01473,Cross-Sampson,CITY04160,CUIS01879
REST01474,Brown-Clark,CITY04979,CUIS00994
REST01475,Huynh-Baker,CITY02584,CUIS03638
REST01476,Bird-Gomez,CITY01332,CUIS00184
REST01477,"Mcgee, Vasquez and Rose",CITY02707,CUIS01474
REST01478,Blanchard Group,CITY03187,CUIS02298
REST01479,Farmer-Hoffman,CITY01338,CUIS01475
REST01480,"Nguyen, Matthews and Donovan",CITY02786,CUIS00723
REST01481,"Boyle, Smith and Holmes",CITY04157,CUIS02848
REST01482,Miller PLC,CITY00240,CUIS03805
REST01483,Hardy PLC,CITY00105,CUIS00709
REST01484,"Smith, Blankenship and Bryan",CITY00358,CUIS03972
REST01485,Peters-Shelton,CITY03056,CUIS04267
REST01486,Thornton and Sons,CITY00203,CUIS04516
REST01487,Ortiz-Jones,CITY01310,CUIS01082
REST01488,"Hernandez, Schwartz and Smith",CITY02494,CUIS04599
REST01489,Wagner LLC,CITY01974,CUIS04388
REST01490,Ortiz Inc,CITY04514,CUIS03702
REST01491,Pitts-Paul,CITY03456,CUIS03496
REST01492,"Hobbs, Cohen and Johnson",CITY04293,CUIS02821
REST01493,"Lane, Adkins and Salazar",CITY01672,CUIS03233
REST01494,Cook Group,CITY01617,CUIS04341
REST01495,"May, Phillips and Perez",CITY00076,CUIS02859
REST01496,Mercer-Jackson,CITY03074,CUIS04159
REST01497,Howell-Adams,CITY02651,CUIS03608
REST01498,Luna-Robinson,CITY00279,CUIS01447
REST01499,Garcia and Sons,CITY02816,CUIS02288
REST01500,Thomas PLC,CITY02243,CUIS02093
REST01501,Farmer Ltd,CITY03108,CUIS00994
REST01502,Bailey Group,CITY03921,CUIS04197
REST01503,"White, Wilson and Perry",CITY01888,CUIS04346
REST01504,"Thompson, Moore and Chambers",CITY02143,CUIS03076
REST01505,Pollard LLC,CITY02422,CUIS04249
REST01506,"Rodriguez, Alvarado and Fields",CITY00290,CUIS02348
REST01507,Howell Inc,CITY04090,CUIS03694
REST01508,King-Robinson,CITY02388,CUIS04117
REST01509,Davis-Duncan,CITY02898,CUIS00154
REST01510,White Group,CITY00822,CUIS00770
REST01511,Mooney LLC,CITY03633,CUIS00171
REST01512,Alexander PLC,CITY02722,CUIS03184
REST01513,Wheeler Group,CITY04932,CUIS04841
REST01514,Stewart-Bell,CITY02835,CUIS00988
REST01515,Rowland-Simpson,CITY02309,CUIS03309
REST01516,Sampson Group,CITY01329,CUIS03119
REST01517,"Henderson, Wyatt and Richards",CITY00046,CUIS03463
REST01518,Smith-Mccormick,CITY02048,CUIS01890
REST01519,Garcia-Haney,CITY00736,CUIS02192
REST01520,"Wilson, Franklin and Kelly",CITY02635,CUIS03604
REST01521,Franklin-Bean,CITY02083,CUIS01531
REST01522,"Randall, Rodriguez and Molina",CITY00494,CUIS01771
REST01523,"Cuevas, Edwards and Green",CITY00523,CUIS04041
REST01524,Mendez Inc,CITY04890,CUIS03239
REST01525,Barton LLC,CITY04981,CUIS01423
REST01526,Perry Ltd,CITY01333,CUIS04139
REST01527,Murphy PLC,CITY04127,CUIS03295
REST01528,Martinez Group,CITY01643,CUIS01639
REST01529,Allen-Davis,CITY03477,CUIS03565
REST01530,Flowers-Bryant,CITY04033,CUIS02964
REST01531,"Singh, Andrade and Dudley",CITY04033,CUIS02765
REST01532,"Kelly, King and Scott",CITY04151,CUIS01051
REST01533,"Smith, Anderson and George",CITY04548,CUIS01738
REST01534,Simmons Inc,CITY04354,CUIS02657
REST01535,Lee and Sons,CITY02352,CUIS04427
REST01536,Greene-Bell,CITY02620,CUIS02999
REST01537,Thompson Inc,CITY00737,CUIS03912
REST01538,Maxwell-Brady,CITY00044,CUIS00561
REST01539,"Zhang, Rubio and Gonzalez",CITY01212,CUIS01558
REST01540,"Nichols, Thompson and Baker",CITY01550,CUIS02755
REST01541,Bishop-Herrera,CITY03998,CUIS00606
REST01542,Mclaughlin-Jones,CITY04827,CUIS00943
REST01543,Smith and Sons,CITY00893,CUIS00908
REST01544,Sloan-Ward,CITY00109,CUIS00107
REST01545,Fox-Gates,CITY01069,CUIS03957
REST01546,Brown Group,CITY04703,CUIS00781
REST01547,Brooks-Rush,CITY03259,CUIS02898
REST01548,"Edwards, Phillips and Davis",CITY03081,CUIS01114
REST01549,Williams Group,CITY00217,CUIS02623
REST01550,"Branch, Macias and Jones",CITY02281,CUIS02937
REST01551,Pugh-Johnson,CITY02976,CUIS01368
REST01552,"Barry, Evans and Schultz",CITY00506,CUIS01816
REST01553,Lyons-Boyd,CITY01711,CUIS00476
REST01554,Lee-Guzman,CITY03831,CUIS02734
REST01555,"Key, Perez and Huynh",CITY03438,CUIS04158
REST01556,Baker LLC,CITY01056,CUIS04960
REST01557,Ramos Inc,CITY04191,CUIS00179
REST01558,"Butler, Ball and Hanson",CITY03118,CUIS03632
REST01559,Christensen-Lee,CITY02250,CUIS03359
REST01560,Jimenez-Patrick,CITY03905,CUIS02442
REST01561,Morris-Ray,CITY02586,CUIS01063
REST01562,Chapman-Nash,CITY03786,CUIS02290
REST01563,"Allen, Burton and Henderson",CITY01885,CUIS04614
REST01564,Duarte Ltd,CITY03018,CUIS02003
REST01565,"Gay, Russell and Frank",CITY03330,CUIS03964
REST01566,"Johnson, Hunter and Anderson",CITY00135,CUIS01693
REST01567,Romero LLC,CITY03004,CUIS04420
REST01568,"Hood, Mathis and Bush",CITY04994,CUIS00605
REST01569,Mann PLC,CITY04969,CUIS01265
REST01570,Garcia PLC,CITY03744,CUIS04113
REST01571,Henderson and Sons,CITY00517,CUIS00905
REST01572,Huff LLC,CITY03779,CUIS04350
REST01573,Cabrera-Henson,CITY04198,CUIS03284
REST01574,Davis Ltd,CITY04340,CUIS04539
REST01575,"Castro, Benson and Brown",CITY04567,CUIS01454
REST01576,"Rich, White and Freeman",CITY00544,CUIS03530
REST01577,Delgado-Gilmore,CITY00653,CUIS02460
REST01578,Harper LLC,CITY02332,CUIS00469
REST01579,"Alvarez, Gomez and Kent",CITY00216,CUIS02757
REST01580,Hamilton Inc,CITY03745,CUIS04341
REST01581,Grant LLC,CITY02650,CUIS01704
REST01582,Ray Inc,CITY02352,CUIS01404
REST01583,Woodward Group,CITY04301,CUIS04173
REST01584,"Rodriguez, Jackson and Dawson",CITY02868,CUIS01526
REST01585,Crawford LLC,CITY04050,CUIS02680
REST01586,Frey-Valenzuela,CITY00901,CUIS04852
REST01587,Gardner-Smith,CITY04037,CUIS03794
REST01588,"Chapman, Johnson and Stevenson",CITY02982,CUIS00751
REST01589,"Roberts, Adams and Mejia",CITY02766,CUIS00100
REST01590,Hardy-Long,CITY01639,CUIS04652
REST01591,Maynard LLC,CITY02285,CUIS03246
REST01592,Moore-Smith,CITY01213,CUIS04892
REST01593,"Smith, Stephens and Kirk",CITY04007,CUIS01764
REST01594,Nelson PLC,CITY03977,CUIS00169
REST01595,Smith-Ellis,CITY04855,CUIS04961
REST01596,"Simpson, Bailey and Burns",CITY02070,CUIS03273
REST01597,Frost-Mercado,CITY03471,CUIS01605
REST01598,"Mendez, Knox and Robertson",CITY02361,CUIS02623
REST01599,Conrad-Bruce,CITY04130,CUIS03510
REST01600,Watson-Compton,CITY01159,CUIS01926
REST01601,Dunn PLC,CITY04742,CUIS00131
REST01602,Johns-Singh,CITY01870,CUIS02858
REST01603,Ryan-Smith,CITY04600,CUIS02780
REST01604,Young Group,CITY02032,CUIS03736
REST01605,Griffin and Sons,CITY01080,CUIS01876
REST01606,Ramirez and Sons,CITY00881,CUIS02565
REST01607,"Wilcox, Vega and Walker",CITY01772,CUIS01345
REST01608,"Frazier, Patel and Diaz",CITY04359,CUIS01777
REST01609,Smith Group,CITY04632,CUIS01766
REST01610,Walker-Sanchez,CITY02198,CUIS00707
REST01611,"Lee, Jacobson and Murray",CITY03399,CUIS04309
REST01612,Tucker Inc,CITY02432,CUIS03769
REST01613,"Murphy, Lynn and Brown",CITY02230,CUIS04891
REST01614,Gamble and Sons,CITY00390,CUIS02912
REST01615,Davis-Myers,CITY00544,CUIS03032
REST01616,"Juarez, Mosley and Watson",CITY01542,CUIS02979
REST01617,Anderson-Davis,CITY04648,CUIS02600
REST01618,Murphy Inc,CITY01320,CUIS00884
REST01619,Reeves Ltd,CITY03064,CUIS00257
REST01620,Hill Ltd,CITY02558,CUIS02053
REST01621,Johnson Ltd,CITY01954,CUIS01168
REST01622,"Martin, Liu and Wall",CITY03741,CUIS04738
REST01623,Dickerson and Sons,CITY02289,CUIS00194
REST01624,Ross-Stevens,CITY00151,CUIS02268
REST01625,Peck Group,CITY01669,CUIS02261
REST01626,"Melton, Weaver and Johnson",CITY02209,CUIS02077
REST01627,Garcia Ltd,CITY04819,CUIS01763
REST01628,Flores-Obrien,CITY00838,CUIS03794
REST01629,"Clark, Waller and Stafford",CITY03533,CUIS02023
REST01630,Elliott-Rhodes,CITY04823,CUIS00666
REST01631,Sandoval LLC,CITY01805,CUIS04574
REST01632,Grimes-Salinas,CITY01752,CUIS01315
REST01633,Gomez-Tucker,CITY00425,CUIS00713
REST01634,"Sanders, Brown and Taylor",CITY00012,CUIS03099
REST01635,"Martinez, Contreras and Mack",CITY04208,CUIS03650
REST01636,Mcdowell-Brown,CITY01702,CUIS03938
REST01637,"Bridges, Tran and Kim",CITY02279,CUIS02129
REST01638,"Clark, Woods and Simmons",CITY04799,CUIS00574
REST01639,Cline-Flores,CITY04903,CUIS04436
REST01640,"Smith, Flores and Cruz",CITY03342,CUIS02247
REST01641,"Hill, Johnston and Liu",CITY03169,CUIS03993
