PersonID,FriendPersonID
PERS01479,PERS00255
PERS01479,PERS03396
PERS01479,PERS01856
PERS01479,PERS00756
PERS01479,PERS02863
PERS01480,PERS00439
PERS01480,PERS00880
PERS01480,PERS01614
PERS01480,PERS00130
PERS01480,PERS02385
PERS01480,PERS00678
PERS01480,PERS02050
PERS01481,PERS01991
PERS01481,PERS01700
PERS01482,PERS00523
PERS01482,PERS01245
PERS01482,PERS01725
PERS01482,PERS04906
PERS01483,PERS02954
PERS01483,PERS02756
PERS01483,PERS02246
PERS01484,PERS03834
PERS01484,PERS01818
PERS01484,PERS02087
PERS01484,PERS01543
PERS01485,PERS02217
PERS01485,PERS02141
PERS01485,PERS03922
PERS01486,PERS04215
PERS01486,PERS03770
PERS01486,PERS02930
PERS01487,PERS04554
PERS01487,PERS03147
PERS01487,PERS00298
PERS01487,PERS03652
PERS01488,PERS04055
PERS01488,PERS04877
PERS01488,PERS02601
PERS01488,PERS00683
PERS01489,PERS01012
PERS01489,PERS01061
PERS01489,PERS01210
PERS01489,PERS01670
PERS01489,PERS01521
PERS01489,PERS02695
PERS01489,PERS03137
PERS01490,PERS02463
PERS01490,PERS01283
PERS01490,PERS04220
PERS01490,PERS04003
PERS01490,PERS03223
PERS01490,PERS03828
PERS01490,PERS02550
PERS01490,PERS04323
PERS01490,PERS00991
PERS01491,PERS01580
PERS01491,PERS02168
PERS01491,PERS02625
PERS01491,PERS03813
PERS01491,PERS00850
PERS01491,PERS01918
PERS01491,PERS03816
PERS01491,PERS00512
PERS01491,PERS00451
PERS01491,PERS03616
PERS01492,PERS01981
PERS01492,PERS04702
PERS01492,PERS02989
PERS01492,PERS03685
PERS01492,PERS03756
PERS01493,PERS03146
PERS01493,PERS04463
PERS01493,PERS02691
PERS01493,PERS00739
PERS01494,PERS01677
PERS01494,PERS00287
PERS01494,PERS02749
PERS01494,PERS02692
PERS01494,PERS00390
PERS01495,PERS03048
PERS01495,PERS00049
PERS01495,PERS00688
PERS01495,PERS01437
PERS01495,PERS00854
PERS01495,PERS04012
PERS01495,PERS00205
PERS01496,PERS02287
PERS01496,PERS02192
PERS01496,PERS03204
PERS01496,PERS01350
PERS01496,PERS04519
PERS01497,PERS00605
PERS01497,PERS00829
PERS01497,PERS00455
PERS01497,PERS03365
PERS01497,PERS01237
PERS01497,PERS04983
PERS01497,PERS00664
PERS01497,PERS02505
PERS01498,PERS00564
PERS01498,PERS02732
PERS01498,PERS04262
PERS01498,PERS01789
PERS01498,PERS02927
PERS01498,PERS04042
PERS01498,PERS00824
PERS01498,PERS01135
PERS01499,PERS01472
PERS01499,PERS00790
PERS01499,PERS03707
PERS01499,PERS02001
PERS01499,PERS02683
PERS01499,PERS00606
PERS01499,PERS03935
PERS01499,PERS01825
PERS01499,PERS02527
PERS01499,PERS01199
PERS01500,PERS04414
PERS01500,PERS01517
PERS01500,PERS03503
PERS01501,PERS00571
PERS01501,PERS02534
PERS01501,PERS01063
PERS01501,PERS04222
PERS01501,PERS04509
PERS01501,PERS00949
PERS01501,PERS04734
PERS01501,PERS04791
PERS01502,PERS00702
PERS01502,PERS04794
PERS01502,PERS02793
PERS01502,PERS02576
PERS01502,PERS03400
PERS01503,PERS00973
PERS01503,PERS03651
PERS01503,PERS02322
PERS01503,PERS04607
PERS01504,PERS02867
PERS01504,PERS00184
PERS01504,PERS01865
PERS01504,PERS02328
PERS01505,PERS01115
PERS01505,PERS04103
PERS01505,PERS00713
PERS01505,PERS00917
PERS01505,PERS04680
PERS01505,PERS01580
PERS01506,PERS01142
PERS01506,PERS02998
PERS01506,PERS00865
PERS01506,PERS03724
PERS01506,PERS02006
PERS01506,PERS04264
PERS01506,PERS03845
PERS01507,PERS03894
PERS01507,PERS03469
PERS01507,PERS03186
PERS01507,PERS01816
PERS01507,PERS01470
PERS01507,PERS03139
PERS01507,PERS01515
PERS01507,PERS01337
PERS01508,PERS01040
PERS01509,PERS04631
PERS01509,PERS03913
PERS01510,PERS01786
PERS01510,PERS02600
PERS01510,PERS04845
PERS01510,PERS02829
PERS01510,PERS02222
PERS01510,PERS00604
PERS01510,PERS04251
PERS01511,PERS00072
PERS01511,PERS01928
PERS01511,PERS00294
PERS01511,PERS02979
PERS01511,PERS03096
PERS01512,PERS04488
PERS01512,PERS04489
PERS01512,PERS04501
PERS01513,PERS00915
PERS01513,PERS00497
PERS01513,PERS02815
PERS01513,PERS00738
PERS01513,PERS04929
PERS01513,PERS02508
PERS01514,PERS04472
PERS01514,PERS02732
PERS01514,PERS03954
PERS01514,PERS01408
PERS01514,PERS04242
PERS01514,PERS01143
PERS01514,PERS01454
PERS01514,PERS00342
PERS01515,PERS01654
PERS01515,PERS02790
PERS01515,PERS04842
PERS01515,PERS02385
PERS01515,PERS04261
PERS01515,PERS00320
PERS01515,PERS04078
PERS01515,PERS03051
PERS01515,PERS01550
PERS01515,PERS03684
PERS01516,PERS02071
PERS01517,PERS01151
PERS01517,PERS03982
PERS01518,PERS04384
PERS01518,PERS03584
PERS01518,PERS03737
PERS01518,PERS04306
PERS01518,PERS02603
PERS01519,PERS02792
PERS01519,PERS00874
PERS01520,PERS01038
PERS01520,PERS00451
PERS01520,PERS02463
PERS01520,PERS02387
PERS01521,PERS04774
PERS01521,PERS01976
PERS01521,PERS03858
PERS01521,PERS02521
PERS01521,PERS01885
PERS01521,PERS04388
PERS01521,PERS01934
PERS01521,PERS00652
PERS01522,PERS02912
PERS01522,PERS02093
PERS01522,PERS02335
PERS01522,PERS04578
PERS01522,PERS01442
PERS01522,PERS01621
PERS01522,PERS04009
PERS01522,PERS01303
PERS01523,PERS03631
PERS01523,PERS04738
PERS01524,PERS04770
PERS01525,PERS04346
PERS01525,PERS00952
PERS01525,PERS04529
PERS01525,PERS04265
PERS01526,PERS04348
PERS01527,PERS01913
PERS01528,PERS02671
PERS01528,PERS02735
PERS01528,PERS02690
PERS01528,PERS00448
PERS01528,PERS00968
PERS01529,PERS02381
PERS01529,PERS04527
PERS01529,PERS02936
PERS01529,PERS00392
PERS01529,PERS02672
PERS01529,PERS03980
PERS01529,PERS03723
PERS01530,PERS04623
PERS01530,PERS02087
PERS01530,PERS03186
PERS01530,PERS00337
PERS01530,PERS01966
PERS01530,PERS01937
PERS01530,PERS03498
PERS01530,PERS04072
PERS01530,PERS03913
PERS01531,PERS02673
PERS01531,PERS03628
PERS01531,PERS01759
PERS01531,PERS00165
PERS01531,PERS03160
PERS01532,PERS03894
PERS01532,PERS01066
PERS01532,PERS04648
PERS01533,PERS01458
PERS01533,PERS01475
PERS01533,PERS02749
PERS01533,PERS03718
PERS01534,PERS03534
PERS01534,PERS00268
PERS01534,PERS03146
PERS01534,PERS00385
PERS01534,PERS00740
PERS01534,PERS04322
PERS01534,PERS03873
PERS01534,PERS03045
PERS01535,PERS03648
PERS01535,PERS03549
PERS01535,PERS04270
PERS01535,PERS00095
PERS01535,PERS00839
PERS01535,PERS02786
PERS01536,PERS03800
PERS01536,PERS03084
PERS01536,PERS04835
PERS01536,PERS00139
PERS01537,PERS04867
PERS01537,PERS04752
PERS01537,PERS01421
PERS01537,PERS00782
PERS01537,PERS03313
PERS01537,PERS01559
PERS01538,PERS03951
PERS01538,PERS02220
PERS01538,PERS00848
PERS01538,PERS04704
PERS01538,PERS03545
PERS01538,PERS00759
PERS01538,PERS00603
PERS01538,PERS02218
PERS01538,PERS04983
PERS01538,PERS03184
PERS01539,PERS04859
PERS01539,PERS03228
PERS01539,PERS02033
PERS01539,PERS03864
PERS01540,PERS03484
PERS01540,PERS03056
PERS01540,PERS03250
PERS01540,PERS02720
PERS01540,PERS02312
PERS01540,PERS04777
PERS01540,PERS02563
PERS01540,PERS02943
PERS01540,PERS01293
PERS01541,PERS01896
PERS01541,PERS02149
PERS01541,PERS01640
PERS01541,PERS01577
PERS01541,PERS03166
PERS01542,PERS01739
PERS01542,PERS02140
PERS01542,PERS02005
PERS01543,PERS00451
PERS01543,PERS02187
PERS01543,PERS00262
PERS01543,PERS02062
PERS01543,PERS04487
PERS01543,PERS00060
PERS01543,PERS01361
PERS01544,PERS00808
PERS01544,PERS00783
PERS01544,PERS03552
PERS01544,PERS01911
PERS01544,PERS00469
PERS01545,PERS01681
PERS01545,PERS01282
PERS01546,PERS01043
PERS01546,PERS01060
PERS01546,PERS00919
PERS01546,PERS01600
PERS01547,PERS00682
PERS01547,PERS01223
PERS01548,PERS02155
PERS01548,PERS04247
PERS01548,PERS02197
PERS01548,PERS04075
PERS01548,PERS00002
PERS01548,PERS02325
PERS01549,PERS04477
PERS01549,PERS00878
PERS01549,PERS01003
PERS01549,PERS01812
PERS01549,PERS03382
PERS01549,PERS03873
PERS01550,PERS04789
PERS01550,PERS00958
PERS01550,PERS04153
PERS01550,PERS00950
PERS01550,PERS04392
PERS01550,PERS03359
PERS01550,PERS01275
PERS01550,PERS00614
PERS01551,PERS02749
PERS01552,PERS00202
PERS01553,PERS02520
PERS01553,PERS01629
PERS01553,PERS04372
PERS01553,PERS04400
PERS01553,PERS02352
PERS01553,PERS01648
PERS01554,PERS03715
PERS01554,PERS04293
PERS01554,PERS03230
PERS01554,PERS00874
PERS01554,PERS01446
PERS01554,PERS00914
PERS01554,PERS02290
PERS01554,PERS01798
PERS01554,PERS02685
PERS01555,PERS04200
PERS01555,PERS04154
PERS01555,PERS00455
PERS01556,PERS03836
PERS01556,PERS02990
PERS01556,PERS03580
PERS01556,PERS01623
PERS01556,PERS03816
PERS01556,PERS03960
PERS01557,PERS00551
PERS01557,PERS03236
PERS01557,PERS03004
PERS01557,PERS04175
PERS01558,PERS00627
PERS01558,PERS02708
PERS01558,PERS03943
PERS01558,PERS00225
PERS01558,PERS00484
PERS01558,PERS02408
PERS01558,PERS04542
PERS01559,PERS03090
PERS01559,PERS03180
PERS01560,PERS04488
PERS01560,PERS01594
PERS01560,PERS00112
PERS01560,PERS00145
PERS01561,PERS04066
PERS01562,PERS00412
PERS01562,PERS02943
PERS01563,PERS04282
PERS01563,PERS03481
PERS01563,PERS02570
PERS01563,PERS02434
PERS01563,PERS01884
PERS01563,PERS02088
PERS01563,PERS01948
PERS01563,PERS04511
PERS01563,PERS02104
PERS01564,PERS02053
PERS01564,PERS04672
PERS01564,PERS03480
PERS01564,PERS02702
PERS01565,PERS00714
PERS01565,PERS01103
PERS01565,PERS00039
PERS01565,PERS02319
PERS01565,PERS03813
PERS01565,PERS04988
PERS01566,PERS03612
PERS01567,PERS02565
PERS01567,PERS01135
PERS01567,PERS03691
PERS01567,PERS03731
PERS01567,PERS03359
PERS01567,PERS03078
PERS01567,PERS02045
PERS01567,PERS04390
PERS01567,PERS04641
PERS01568,PERS04703
PERS01568,PERS02494
PERS01568,PERS00261
PERS01568,PERS00301
PERS01568,PERS04144
PERS01568,PERS03094
PERS01568,PERS00203
PERS01568,PERS02439
PERS01569,PERS01618
PERS01569,PERS04667
PERS01569,PERS04016
PERS01569,PERS04176
PERS01569,PERS04290
PERS01569,PERS04884
PERS01569,PERS01317
PERS01569,PERS04089
PERS01569,PERS00561
PERS01569,PERS03893
PERS01570,PERS02727
PERS01570,PERS04699
PERS01570,PERS01575
PERS01570,PERS05000
PERS01570,PERS02837
PERS01570,PERS03837
PERS01570,PERS04565
PERS01570,PERS03071
PERS01571,PERS01978
PERS01571,PERS03508
PERS01571,PERS04713
PERS01571,PERS01534
PERS01571,PERS01040
PERS01571,PERS00825
PERS01572,PERS01140
PERS01572,PERS04806
PERS01572,PERS02561
PERS01572,PERS00941
PERS01572,PERS04146
PERS01572,PERS02145
PERS01572,PERS04096
PERS01572,PERS00691
PERS01572,PERS02290
PERS01572,PERS01621
PERS01573,PERS04680
PERS01573,PERS00758
PERS01574,PERS04885
PERS01574,PERS02169
PERS01574,PERS03846
PERS01574,PERS02389
PERS01574,PERS00384
PERS01574,PERS04835
PERS01575,PERS01691
PERS01575,PERS00147
PERS01575,PERS02337
PERS01575,PERS01167
PERS01575,PERS00161
PERS01576,PERS03490
PERS01576,PERS01688
PERS01576,PERS02440
PERS01577,PERS02384
PERS01578,PERS00859
PERS01579,PERS02054
PERS01579,PERS03013
PERS01580,PERS00403
PERS01580,PERS03697
PERS01580,PERS03730
PERS01580,PERS01223
PERS01580,PERS04354
PERS01580,PERS01296
PERS01581,PERS02665
PERS01581,PERS04944
PERS01581,PERS03733
PERS01581,PERS03890
PERS01582,PERS00775
PERS01582,PERS01260
PERS01582,PERS02697
PERS01582,PERS04021
PERS01583,PERS00708
PERS01583,PERS02993
PERS01583,PERS03683
PERS01583,PERS02267
PERS01583,PERS03133
PERS01583,PERS04502
PERS01584,PERS04780
PERS01585,PERS02632
PERS01585,PERS04223
PERS01585,PERS03838
PERS01585,PERS03193
PERS01585,PERS03449
PERS01586,PERS00148
PERS01586,PERS00976
PERS01586,PERS04703
PERS01586,PERS03463
PERS01586,PERS00603
PERS01586,PERS01099
PERS01586,PERS00621
PERS01586,PERS02433
PERS01587,PERS00102
PERS01588,PERS00257
PERS01588,PERS04121
PERS01588,PERS03414
PERS01588,PERS01189
PERS01588,PERS04663
PERS01588,PERS03875
PERS01588,PERS04851
PERS01588,PERS04702
PERS01588,PERS03109
PERS01589,PERS03908
PERS01589,PERS04119
PERS01589,PERS01393
PERS01589,PERS04053
PERS01589,PERS03427
PERS01589,PERS00853
PERS01589,PERS01394
PERS01589,PERS03419
PERS01589,PERS03280
PERS01589,PERS03333
PERS01590,PERS03255
PERS01590,PERS02116
PERS01590,PERS01478
PERS01590,PERS01666
PERS01590,PERS00336
PERS01590,PERS03815
PERS01590,PERS00484
PERS01590,PERS03386
PERS01590,PERS02870
PERS01591,PERS04804
PERS01591,PERS04029
PERS01591,PERS00193
PERS01591,PERS03925
PERS01591,PERS00874
PERS01591,PERS03574
PERS01591,PERS04273
PERS01591,PERS00663
PERS01592,PERS02048
PERS01593,PERS00615
PERS01593,PERS02874
PERS01593,PERS01924
PERS01593,PERS00098
PERS01593,PERS01731
PERS01593,PERS00339
PERS01593,PERS03885
PERS01593,PERS01048
PERS01594,PERS01421
PERS01594,PERS00505
PERS01594,PERS03290
PERS01594,PERS03291
PERS01594,PERS01827
PERS01594,PERS03142
PERS01594,PERS02381
PERS01595,PERS00221
PERS01595,PERS02171
PERS01595,PERS03291
PERS01595,PERS01982
PERS01595,PERS02375
PERS01596,PERS03517
PERS01596,PERS00751
PERS01596,PERS00005
PERS01596,PERS02162
PERS01596,PERS02178
PERS01596,PERS04132
PERS01596,PERS02077
PERS01597,PERS03112
PERS01597,PERS01284
PERS01597,PERS01409
PERS01597,PERS03713
PERS01597,PERS00573
PERS01597,PERS01356
PERS01598,PERS03046
PERS01598,PERS01559
PERS01598,PERS04844
PERS01598,PERS00186
PERS01599,PERS04413
PERS01599,PERS01771
PERS01599,PERS02206
PERS01599,PERS04673
PERS01599,PERS00302
PERS01599,PERS02420
PERS01599,PERS00053
PERS01599,PERS04187
PERS01600,PERS02195
PERS01600,PERS03276
PERS01601,PERS03721
PERS01601,PERS00356
PERS01601,PERS00406
PERS01601,PERS04695
PERS01601,PERS02821
PERS01601,PERS00828
PERS01601,PERS00027
PERS01601,PERS00496
PERS01601,PERS04456
PERS01602,PERS01007
PERS01602,PERS04005
PERS01602,PERS02220
PERS01602,PERS03308
PERS01602,PERS03453
PERS01602,PERS00471
PERS01602,PERS03288
PERS01602,PERS00825
PERS01602,PERS01717
PERS01602,PERS04166
PERS01603,PERS01724
PERS01603,PERS02003
PERS01604,PERS04194
PERS01604,PERS02522
PERS01604,PERS02000
PERS01604,PERS02735
PERS01604,PERS04974
PERS01604,PERS03739
PERS01604,PERS00931
PERS01604,PERS00894
PERS01604,PERS03418
PERS01605,PERS04256
PERS01605,PERS03329
PERS01605,PERS04360
PERS01605,PERS03453
PERS01605,PERS01364
PERS01605,PERS04630
PERS01605,PERS01859
PERS01605,PERS02607
PERS01606,PERS02821
PERS01606,PERS00953
PERS01606,PERS00477
PERS01606,PERS02782
PERS01606,PERS01371
PERS01606,PERS01898
PERS01606,PERS03315
PERS01607,PERS00646
PERS01607,PERS02669
PERS01607,PERS02190
PERS01607,PERS00522
PERS01607,PERS04032
PERS01608,PERS02428
PERS01608,PERS03600
PERS01608,PERS00975
PERS01608,PERS04405
PERS01608,PERS02930
PERS01608,PERS01908
PERS01609,PERS00999
PERS01609,PERS01832
PERS01609,PERS03715
PERS01610,PERS01566
PERS01610,PERS04153
PERS01611,PERS03977
PERS01611,PERS01974
PERS01612,PERS04209
PERS01612,PERS00829
PERS01612,PERS03648
PERS01612,PERS00473
PERS01612,PERS00989
PERS01612,PERS04331
PERS01613,PERS00815
PERS01613,PERS00476
PERS01613,PERS00861
PERS01613,PERS02033
PERS01613,PERS03540
PERS01613,PERS03189
PERS01613,PERS03847
PERS01613,PERS00982
PERS01613,PERS04861
PERS01614,PERS03737
PERS01614,PERS01125
PERS01614,PERS01826
PERS01614,PERS01361
PERS01614,PERS04209
PERS01614,PERS00419
PERS01614,PERS01823
PERS01614,PERS01014
PERS01614,PERS03166
PERS01614,PERS01027
PERS01615,PERS01130
PERS01615,PERS00273
PERS01615,PERS04908
PERS01615,PERS00635
PERS01615,PERS00027
PERS01615,PERS01438
PERS01615,PERS04177
PERS01615,PERS03864
PERS01616,PERS01226
PERS01616,PERS04386
PERS01616,PERS03502
PERS01616,PERS02976
PERS01616,PERS00435
PERS01616,PERS00635
PERS01616,PERS03581
PERS01616,PERS02265
PERS01616,PERS00365
PERS01616,PERS01551
PERS01617,PERS04431
PERS01617,PERS00504
PERS01618,PERS04489
PERS01618,PERS01750
PERS01619,PERS03928
PERS01619,PERS01500
PERS01619,PERS01792
PERS01619,PERS00708
PERS01620,PERS04992
PERS01620,PERS01317
PERS01620,PERS02688
PERS01620,PERS00354
PERS01620,PERS00605
PERS01620,PERS04754
PERS01620,PERS03609
PERS01621,PERS03387
PERS01621,PERS02898
PERS01621,PERS01941
PERS01621,PERS01516
PERS01621,PERS01395
PERS01621,PERS03166
PERS01621,PERS03928
PERS01621,PERS02273
PERS01621,PERS03317
PERS01621,PERS01628
PERS01622,PERS00563
PERS01622,PERS03518
PERS01622,PERS00873
PERS01622,PERS03112
PERS01622,PERS04693
PERS01622,PERS04312
PERS01622,PERS04803
PERS01623,PERS01165
PERS01623,PERS00897
PERS01623,PERS03927
PERS01623,PERS04312
PERS01623,PERS04820
PERS01623,PERS04206
PERS01623,PERS01396
PERS01623,PERS02438
PERS01623,PERS01788
PERS01623,PERS01301
PERS01624,PERS04707
PERS01624,PERS00309
PERS01624,PERS03042
PERS01625,PERS03138
PERS01625,PERS03373
PERS01625,PERS03883
PERS01625,PERS00755
PERS01625,PERS01808
PERS01625,PERS02045
PERS01626,PERS00079
PERS01626,PERS03470
PERS01626,PERS01642
PERS01626,PERS01756
PERS01626,PERS03130
PERS01626,PERS04656
PERS01626,PERS02298
PERS01626,PERS04093
PERS01626,PERS01773
PERS01626,PERS03864
PERS01627,PERS04680
PERS01627,PERS00778
PERS01627,PERS03573
PERS01627,PERS03978
PERS01627,PERS04427
PERS01627,PERS04628
PERS01627,PERS00560
PERS01628,PERS02569
PERS01628,PERS04480
PERS01628,PERS02448
PERS01628,PERS00447
PERS01628,PERS01898
PERS01628,PERS03029
PERS01628,PERS01310
PERS01628,PERS03901
PERS01628,PERS01787
PERS01629,PERS00193
PERS01629,PERS02845
PERS01630,PERS04627
PERS01630,PERS02431
PERS01630,PERS01858
PERS01630,PERS03207
PERS01630,PERS00183
PERS01630,PERS03411
PERS01630,PERS04936
PERS01630,PERS02837
PERS01630,PERS04262
PERS01630,PERS00403
PERS01631,PERS00211
PERS01631,PERS01892
PERS01631,PERS02705
PERS01631,PERS04495
PERS01631,PERS01161
PERS01631,PERS02297
PERS01631,PERS00194
PERS01632,PERS02859
PERS01632,PERS00558
PERS01632,PERS04522
PERS01632,PERS03944
PERS01632,PERS01333
PERS01632,PERS01139
PERS01632,PERS02016
PERS01633,PERS00510
PERS01633,PERS02996
PERS01633,PERS03300
PERS01634,PERS04547
PERS01634,PERS04450
PERS01634,PERS01247
PERS01634,PERS04019
PERS01634,PERS00722
PERS01634,PERS02429
PERS01635,PERS02815
PERS01635,PERS00942
PERS01635,PERS04805
PERS01635,PERS04744
PERS01635,PERS04089
PERS01635,PERS00891
PERS01636,PERS02869
PERS01636,PERS04313
PERS01636,PERS04269
PERS01636,PERS02024
PERS01636,PERS00266
PERS01636,PERS04595
PERS01637,PERS02010
PERS01637,PERS02751
PERS01637,PERS00544
PERS01637,PERS03671
PERS01637,PERS00202
PERS01637,PERS00707
PERS01637,PERS02081
PERS01637,PERS04599
PERS01637,PERS04930
PERS01637,PERS03139
PERS01638,PERS04420
PERS01638,PERS01679
PERS01638,PERS03286
PERS01638,PERS04828
PERS01639,PERS04128
PERS01639,PERS00765
PERS01639,PERS02321
PERS01640,PERS04251
PERS01640,PERS03208
PERS01640,PERS03334
PERS01640,PERS02123
PERS01640,PERS00128
PERS01640,PERS04174
PERS01640,PERS03481
PERS01640,PERS02927
PERS01640,PERS02685
PERS01640,PERS02801
PERS01641,PERS01866
PERS01642,PERS04040
PERS01642,PERS03300
PERS01643,PERS04594
PERS01643,PERS02602
PERS01643,PERS03854
PERS01643,PERS01734
PERS01643,PERS00512
PERS01643,PERS00846
PERS01643,PERS00873
PERS01643,PERS02984
PERS01643,PERS01892
PERS01643,PERS04518
PERS01644,PERS03565
PERS01644,PERS03589
PERS01645,PERS01964
PERS01645,PERS01787
PERS01645,PERS00236
PERS01645,PERS00633
PERS01645,PERS03808
PERS01645,PERS03054
PERS01645,PERS04455
PERS01645,PERS00375
PERS01646,PERS04720
PERS01646,PERS03488
PERS01646,PERS02743
PERS01646,PERS02269
PERS01646,PERS02834
PERS01646,PERS01225
PERS01646,PERS02585
PERS01646,PERS02776
PERS01646,PERS03433
PERS01646,PERS03375
PERS01647,PERS01160
PERS01647,PERS00865
PERS01647,PERS03978
PERS01647,PERS01283
PERS01647,PERS04760
PERS01647,PERS00741
PERS01647,PERS04991
PERS01647,PERS04187
PERS01648,PERS01995
PERS01648,PERS00893
PERS01648,PERS00659
PERS01648,PERS04575
PERS01648,PERS02083
PERS01648,PERS04336
PERS01649,PERS01011
PERS01649,PERS00026
PERS01649,PERS03942
PERS01649,PERS04150
PERS01649,PERS03955
PERS01649,PERS02145
PERS01650,PERS01161
PERS01650,PERS00506
PERS01650,PERS04458
PERS01650,PERS03956
PERS01650,PERS01852
PERS01650,PERS03165
PERS01650,PERS03653
PERS01650,PERS01269
PERS01650,PERS04943
PERS01651,PERS00852
PERS01651,PERS00805
PERS01651,PERS04512
PERS01651,PERS03679
PERS01651,PERS03294
PERS01651,PERS00049
PERS01651,PERS04984
PERS01651,PERS01427
PERS01652,PERS03916
PERS01652,PERS03194
PERS01652,PERS02684
PERS01653,PERS00730
PERS01653,PERS04509
PERS01653,PERS01676
PERS01653,PERS02571
PERS01653,PERS01448
PERS01653,PERS01920
PERS01653,PERS00310
PERS01653,PERS04326
PERS01653,PERS03930
PERS01654,PERS03748
PERS01654,PERS01923
PERS01654,PERS02727
PERS01655,PERS04469
PERS01655,PERS03870
PERS01655,PERS04910
PERS01655,PERS00913
PERS01655,PERS03882
PERS01655,PERS04232
PERS01655,PERS01881
PERS01656,PERS03515
PERS01656,PERS01398
PERS01656,PERS03146
PERS01656,PERS04040
PERS01656,PERS03500
PERS01657,PERS04912
PERS01658,PERS00621
PERS01658,PERS01882
PERS01658,PERS00637
PERS01658,PERS00361
PERS01658,PERS04321
PERS01658,PERS02841
PERS01658,PERS03012
PERS01658,PERS04004
PERS01658,PERS01896
PERS01658,PERS03835
PERS01659,PERS04974
PERS01659,PERS03554
PERS01659,PERS00733
PERS01659,PERS04514
PERS01659,PERS01631
PERS01659,PERS00203
PERS01660,PERS02947
PERS01660,PERS01008
PERS01660,PERS03729
PERS01660,PERS03010
PERS01660,PERS03012
PERS01660,PERS00042
PERS01661,PERS00563
PERS01661,PERS00032
PERS01662,PERS03695
PERS01662,PERS03074
PERS01662,PERS02874
PERS01662,PERS01465
PERS01662,PERS01045
PERS01662,PERS02791
PERS01662,PERS00384
PERS01662,PERS04262
PERS01662,PERS03013
PERS01662,PERS04230
PERS01663,PERS01203
PERS01663,PERS01710
PERS01664,PERS02798
PERS01664,PERS02916
PERS01664,PERS03255
PERS01664,PERS01847
PERS01664,PERS03738
PERS01664,PERS01020
PERS01664,PERS00265
PERS01664,PERS04224
PERS01664,PERS02080
PERS01664,PERS02971
PERS01665,PERS01520
PERS01665,PERS03671
PERS01665,PERS02295
PERS01665,PERS00516
PERS01665,PERS04715
PERS01665,PERS00635
PERS01666,PERS04554
PERS01666,PERS04130
PERS01666,PERS04149
PERS01666,PERS01770
PERS01666,PERS03669
PERS01667,PERS01515
PERS01667,PERS04262
PERS01667,PERS01526
PERS01667,PERS00191
PERS01667,PERS04590
PERS01667,PERS04595
PERS01668,PERS04736
PERS01668,PERS00377
PERS01668,PERS01235
PERS01668,PERS04930
PERS01668,PERS04453
PERS01668,PERS00810
PERS01668,PERS04152
PERS01669,PERS03264
PERS01669,PERS02413
PERS01670,PERS04996
PERS01670,PERS00238
PERS01670,PERS03165
PERS01670,PERS01736
PERS01670,PERS01000
PERS01670,PERS03842
PERS01670,PERS01300
PERS01670,PERS00707
PERS01670,PERS02825
PERS01670,PERS03858
PERS01671,PERS00375
PERS01672,PERS02177
PERS01673,PERS01596
PERS01674,PERS01826
PERS01674,PERS03715
PERS01674,PERS00988
PERS01674,PERS04671
PERS01674,PERS01171
PERS01674,PERS02825
PERS01674,PERS02966
PERS01674,PERS04651
PERS01674,PERS02729
PERS01674,PERS04158
PERS01675,PERS01976
PERS01675,PERS04581
PERS01675,PERS04780
PERS01675,PERS02855
PERS01675,PERS00107
PERS01676,PERS04769
PERS01676,PERS00694
PERS01676,PERS02501
PERS01676,PERS04018
PERS01676,PERS01524
PERS01676,PERS04510
PERS01676,PERS04652
PERS01676,PERS03882
PERS01677,PERS03266
PERS01677,PERS03605
PERS01677,PERS00376
PERS01677,PERS00884
PERS01677,PERS04474
PERS01677,PERS00238
PERS01677,PERS03988
PERS01677,PERS03235
PERS01677,PERS01132
PERS01678,PERS00220
PERS01678,PERS03382
PERS01678,PERS01845
PERS01678,PERS04534
PERS01678,PERS02287
PERS01678,PERS01538
PERS01679,PERS00230
PERS01679,PERS04682
PERS01680,PERS00973
PERS01680,PERS02286
PERS01680,PERS04899
PERS01680,PERS02668
PERS01681,PERS00644
PERS01681,PERS01812
PERS01681,PERS02983
PERS01681,PERS04219
PERS01681,PERS03243
PERS01681,PERS03988
PERS01681,PERS01454
PERS01682,PERS04194
PERS01682,PERS00296
PERS01682,PERS01038
PERS01682,PERS00866
PERS01683,PERS03795
PERS01683,PERS04052
PERS01683,PERS00205
PERS01683,PERS03855
PERS01683,PERS01679
PERS01683,PERS04871
PERS01684,PERS04088
PERS01684,PERS03648
PERS01685,PERS04036
PERS01685,PERS03667
PERS01685,PERS03741
PERS01685,PERS02286
PERS01685,PERS00272
PERS01685,PERS02510
PERS01685,PERS02226
PERS01685,PERS01796
PERS01685,PERS04663
PERS01685,PERS03232
PERS01686,PERS00306
PERS01687,PERS04257
PERS01687,PERS02990
PERS01687,PERS02082
PERS01687,PERS03982
PERS01687,PERS04161
PERS01687,PERS03908
PERS01687,PERS02287
PERS01687,PERS01444
PERS01687,PERS00926
PERS01688,PERS00504
PERS01689,PERS04257
PERS01689,PERS02909
PERS01689,PERS01886
PERS01689,PERS03319
PERS01689,PERS01519
PERS01689,PERS01839
PERS01689,PERS01924
PERS01689,PERS01206
PERS01689,PERS01591
PERS01690,PERS02072
PERS01690,PERS02044
PERS01690,PERS02968
PERS01690,PERS03990
PERS01690,PERS03408
